,Movie_Name,Relese_Year,Rating_Score,Meta_Score,Total_Votes,Gross_USA,Movie_Genre,Director_Star
68,The Huntsman: Winter's War,2016,6.1,35.0,112650,48390190,"Action, Adventure, Drama","Director:Cedric Nicolas-Troyan| Stars:Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt"
69,Kubo and the Two Strings,2016,7.7,84.0,131502,48023088,"Animation, Action, Adventure","Director:Travis Knight| Stars:Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes"
70,Manchester by the Sea,2016,7.8,96.0,288161,47695371,Drama,"Director:Kenneth Lonergan| Stars:Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges"
71,Warcraft,2016,6.7,32.0,267387,47365290,"Action, Adventure, Fantasy","Director:Duncan Jones| Stars:Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper"
72,How to Be Single,2016,6.1,51.0,90060,46843513,"Comedy, Drama, Romance","Director:Christian Ditter| Stars:Dakota Johnson, Rebel Wilson, Leslie Mann, Alison Brie"
73,Mike and Dave Need Wedding Dates,2016,6.0,51.0,91013,46009673,"Comedy, Romance","Director:Jake Szymanski| Stars:Zac Efron, Adam Devine, Anna Kendrick, Aubrey Plaza"
74,The Great Wall,2016,5.9,42.0,138802,45540830,"Action, Adventure, Fantasy","Director:Yimou Zhang| Stars:Matt Damon, Tian Jing, Willem Dafoe, Andy Lau"
75,War Dogs,2016,7.1,57.0,225859,43034523,"Biography, Comedy, Crime","Director:Todd Phillips| Stars:Jonah Hill, Miles Teller, Steve Lantz, Gregg Weiner"
76,Almost Christmas,2016,6.1,55.0,7277,41715860,"Comedy, Drama, Romance","Director:David E. Talbert| Stars:Kimberly Elise, Omar Epps, Danny Glover, Mo'Nique"
77,Money Monster,2016,6.5,55.0,101565,41012075,"Crime, Drama, Mystery","Director:Jodie Foster| Stars:George Clooney, Julia Roberts, Jack O'Connell, Dominic West"
78,Allied,2016,7.1,60.0,160259,40098064,"Action, Drama, Romance","Director:Robert Zemeckis| Stars:Brad Pitt, Marion Cotillard, Jared Harris, Vincent Ebrahim"
79,Nerve,2016,6.5,58.0,133131,38583626,"Action, Adventure, Crime","Directors:Henry Joost, Ariel Schulman| Stars:Emma Roberts, Dave Franco, Emily Meade, Miles Heizer"
80,Risen,2016,6.3,51.0,28889,36874745,"Action, Drama, History","Director:Kevin Reynolds| Stars:Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis"
81,The Nice Guys,2016,7.3,70.0,335160,36261763,"Action, Comedy, Crime","Director:Shane Black| Stars:Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer"
82,The Boy,2016,6.0,42.0,95091,35819556,"Horror, Mystery, Thriller","Director:William Brent Bell| Stars:Lauren Cohan, Rupert Evans, James Russell, Jim Norton"
83,Dirty Grandpa,2016,5.9,21.0,126313,35593113,Comedy,"Director:Dan Mazer| Stars:Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza"
84,Ouija: Origin of Evil,2016,6.2,65.0,67097,35144505,"Drama, Horror, Mystery","Director:Mike Flanagan| Stars:Elizabeth Reaser, Lulu Wilson, Annalise Basso, Henry Thomas"
85,The 5th Wave,2016,5.2,33.0,111732,34916787,"Action, Adventure, Sci-Fi","Director:J Blakeson| Stars:Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders"
86,Inferno,2016,6.2,42.0,179372,34343574,"Action, Adventure, Crime","Director:Ron Howard| Stars:Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster"
87,Monster Trucks,2016,5.6,41.0,17711,33370166,"Action, Adventure, Comedy","Director:Chris Wedge| Stars:Lucas Till, Jane Levy, Thomas Lennon, Barry Pepper"
88,Mother's Day,2016,5.6,18.0,37863,32463917,"Comedy, Drama, Romance","Director:Garry Marshall| Stars:Jennifer Aniston, Kate Hudson, Julia Roberts, Jason Sudeikis"
89,Patriots Day,2016,7.3,69.0,105211,31886361,"Action, Crime, Drama","Director:Peter Berg| Stars:Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman"
90,Gods of Egypt,2016,5.4,25.0,119449,31153464,"Action, Adventure, Fantasy","Director:Alex Proyas| Stars:Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman"
91,Collateral Beauty,2016,6.7,23.0,101818,31016021,"Drama, Romance","Director:David Frankel| Stars:Will Smith, Edward Norton, Kate Winslet, Michael Peña"
92,"Hail, Caesar!",2016,6.3,72.0,137310,30498085,"Comedy, Drama, Mystery","Directors:Ethan Coen, Joel Coen| Stars:Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes"
93,Underworld: Blood Wars,2016,5.7,23.0,77461,30353973,"Action, Adventure, Fantasy","Director:Anna Foerster| Stars:Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver"
94,When the Bough Breaks,2016,5.2,28.0,7395,29703843,"Drama, Thriller","Director:Jon Cassar| Stars:Morris Chestnut, Regina Hall, Romany Malco, Michael Kenneth Williams"
95,Zoolander 2,2016,4.7,34.0,72023,28848693,"Action, Adventure, Comedy","Director:Ben Stiller| Stars:Ben Stiller, Owen Wilson, Penélope Cruz, Will Ferrell"
96,Moonlight,2016,7.4,99.0,313006,27854932,Drama,"Director:Barry Jenkins| Stars:Mahershala Ali, Naomie Harris, Trevante Rhodes, Alex R. Hibbert"
97,The Finest Hours,2016,6.7,58.0,67940,27569558,"Action, Drama, History","Director:Craig Gillespie| Stars:Chris Pine, Casey Affleck, Ben Foster, Eric Bana"
98,Florence Foster Jenkins,2016,6.8,71.0,57199,27383770,"Biography, Comedy, Drama","Director:Stephen Frears| Stars:Meryl Streep, Hugh Grant, Simon Helberg, Rebecca Ferguson"
99,Hell or High Water,I2016,7.6,88.0,235400,26862450,"Crime, Drama, Thriller","Director:David Mackenzie| Stars:Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham"
100,Resident Evil: The Final Chapter,2016,5.5,49.0,96062,26830068,"Action, Horror, Sci-Fi","Director:Paul W.S. Anderson| Stars:Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts"
101,The Forest,2016,4.8,34.0,43854,26583369,"Horror, Mystery, Thriller","Director:Jason Zada| Stars:Natalie Dormer, Eoin Macken, Stephanie Vogt, Osamu Tanpopo"
102,Ben-Hur,2016,5.7,38.0,44964,26410477,"Action, Drama, Romance","Director:Timur Bekmambetov| Stars:Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi"
103,Leap!,2016,6.7,48.0,22944,24702560,"Animation, Adventure, Comedy","Directors:Eric Summer, Éric Warin| Stars:Elle Fanning, Dane DeHaan, Carly Rae Jepsen, Maddie Ziegler"
104,Bridget Jones's Baby,2016,6.5,59.0,77452,24252420,"Comedy, Drama, Romance","Director:Sharon Maguire| Stars:Renée Zellweger, Gemma Jones, Jim Broadbent, Sally Phillips"
105,Whiskey Tango Foxtrot,2016,6.6,57.0,53666,23049575,"Biography, Comedy, Drama","Directors:Glenn Ficarra, John Requa| Stars:Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina"
106,Snowden,2016,7.3,58.0,154754,21587519,"Biography, Crime, Drama","Director:Oliver Stone| Stars:Joseph Gordon-Levitt, Shailene Woodley, Melissa Leo, Zachary Quinto"
107,Mechanic: Resurrection,2016,5.7,38.0,87007,21218403,"Action, Adventure, Crime","Director:Dennis Gansel| Stars:Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh"
108,Blair Witch,2016,5.0,47.0,47151,20777061,"Horror, Mystery, Thriller","Director:Adam Wingard| Stars:James Allen McCune, Callie Hernandez, Corbin Reid, Brandon Scott"
109,God's Not Dead 2,2016,4.3,22.0,12831,20773070,Drama,"Director:Harold Cronk| Stars:Melissa Joan Hart, Jesse Metcalfe, David A.R. White, Hayley Orrantia"
110,Free State of Jones,2016,6.9,53.0,59089,20758378,"Action, Biography, Drama","Director:Gary Ross| Stars:Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell"
111,Keanu,2016,6.2,63.0,49820,20566327,"Action, Comedy, Crime","Director:Peter Atencio| Stars:Keegan-Michael Key, Jordan Peele, Tiffany Haddish, Method Man"
112,Middle School: The Worst Years of My Life,2016,6.1,51.0,9385,19985196,"Animation, Comedy, Family","Director:Steve Carr| Stars:Griffin Gluck, Lauren Graham, Alexa Nisenson, Andy Daly"
113,Nine Lives,2016,5.3,11.0,23306,19637449,"Comedy, Drama, Family","Director:Barry Sonnenfeld| Stars:Kevin Spacey, Jennifer Garner, Robbie Amell, Cheryl Hines"
114,Race,2016,7.1,56.0,38475,19097994,"Biography, Drama, Sport","Director:Stephen Hopkins| Stars:Stephan James, Jason Sudeikis, Eli Goree, Shanice Banton"
115,The Choice,2016,6.5,26.0,41892,18709066,"Drama, Romance","Director:Ross Katz| Stars:Benjamin Walker, Teresa Palmer, Alexandra Daddario, Maggie Grace"
116,Bad Santa 2,2016,5.6,38.0,26878,17782178,"Comedy, Crime, Drama","Director:Mark Waters| Stars:Billy Bob Thornton, Kathy Bates, Tony Cox, Christina Hendricks"
117,Norm of the North,2016,3.4,21.0,9594,17017118,"Animation, Adventure, Comedy","Director:Trevor Wall| Stars:Rob Schneider, Heather Graham, Ken Jeong, Bill Nighy"
118,The Birth of a Nation,2016,6.5,69.0,21353,15858754,"Biography, Drama, History","Director:Nate Parker| Stars:Nate Parker, Armie Hammer, Penelope Ann Miller, Jackie Earle Haley"
119,The Infiltrator,2016,7.0,66.0,75307,15425870,"Biography, Crime, Drama","Director:Brad Furman| Stars:Bryan Cranston, John Leguizamo, Diane Kruger, Amy Ryan"
120,Keeping Up with the Joneses,2016,5.9,34.0,64265,14904426,"Action, Comedy","Director:Greg Mottola| Stars:Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot"
121,The Edge of Seventeen,2016,7.3,77.0,130178,14431633,"Comedy, Drama","Director:Kelly Fremon Craig| Stars:Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick"
122,Criminal,2016,6.3,36.0,67529,14268533,"Action, Sci-Fi, Thriller","Director:Ariel Vromen| Stars:Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman"
123,Love & Friendship,2016,6.4,87.0,25452,14013564,"Comedy, Drama, Romance","Director:Whit Stillman| Stars:Kate Beckinsale, Chloë Sevigny, Xavier Samuel, Emma Greenwell"
124,Jackie,V) (2016,6.7,81.0,80809,13958679,"Biography, Drama","Director:Pablo Larraín| Stars:Natalie Portman, Peter Sarsgaard, Greta Gerwig, Billy Crudup"
125,The Cool Kids,2016,6.8,,91,13920018,Thriller,"Directors:Jamall J Robinson, Rock Jacobs| Stars:Marques Anthony, Becktoria, Marisa Belinda, Danielle Krivak"
126,The Founder,2016,7.2,66.0,155192,12786053,"Biography, Drama","Director:John Lee Hancock| Stars:Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini"
127,Triple 9,2016,6.3,52.0,73653,12626905,"Action, Crime, Thriller","Director:John Hillcoat| Stars:Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul"
128,The Light Between Oceans,2016,7.2,60.0,57862,12545979,"Drama, Romance","Director:Derek Cianfrance| Stars:Michael Fassbender, Alicia Vikander, Rachel Weisz, Florence Clery"
129,Dangal,2016,8.3,,193941,12391761,"Action, Biography, Drama","Director:Nitesh Tiwari| Stars:Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra"
130,Fifty Shades of Black,2016,3.5,28.0,22010,11686940,Comedy,"Director:Michael Tiddes| Stars:Marlon Wayans, Kali Hawk, Fred Willard, Mike Epps"
131,No manches Frida,2016,5.5,,2425,11514388,"Comedy, Romance","Director:Nacho G. Velilla| Stars:Omar Chaparro, Martha Higareda, Mónica Dionne, Rocio Garcia"
132,Dead Awake,2016,4.6,,3414,11108321,"Drama, Horror, Mystery","Director:Phillip Guzman| Stars:Jocelin Donahue, Jesse Bradford, Jesse Borrego, Lori Petty"
133,Café Society,2016,6.6,64.0,78371,11103205,"Comedy, Drama, Romance","Director:Woody Allen| Stars:Jesse Eisenberg, Kristen Stewart, Steve Carell, Blake Lively"
134,Pride and Prejudice and Zombies,2016,5.8,45.0,57754,10907291,"Action, Comedy, Fantasy","Director:Burr Steers| Stars:Lily James, Sam Riley, Jack Huston, Bella Heathcote"
135,The Darkness,2016,4.5,27.0,16512,10732841,"Horror, Thriller","Director:Greg McLean| Stars:Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry"
136,Nocturnal Animals,2016,7.5,67.0,284765,10663357,"Drama, Thriller","Director:Tom Ford| Stars:Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson"
137,Live by Night,2016,6.4,49.0,58060,10378555,"Action, Crime, Drama","Director:Ben Affleck| Stars:Ben Affleck, Elle Fanning, Brendan Gleeson, Chris Messina"
138,The Belko Experiment,2016,6.1,44.0,52856,10164675,"Horror, Thriller","Director:Greg McLean| Stars:John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley"
139,The Perfect Match,2016,4.9,41.0,4204,9658370,"Comedy, Romance","Director:Bille Woodruff| Stars:Terrence Jenkins, Cassie Ventura, Paula Patton, Kali Hawk"
140,Rock Dog,2016,5.9,48.0,5610,9404922,"Animation, Adventure, Comedy","Director:Ash Brannon| Stars:Luke Wilson, Eddie Izzard, J.K. Simmons, Lewis Black"
141,Popstar: Never Stop Never Stopping,2016,6.7,68.0,63643,9393835,"Comedy, Drama, Musical","Directors:Akiva Schaffer, Jorma Taccone| Stars:Andy Samberg, Jorma Taccone, Akiva Schaffer, Sarah Silverman"
142,Meet the Blacks,2016,4.8,26.0,36931,9093856,"Comedy, Horror","Director:Deon Taylor| Stars:Mike Epps, Zulay Henao, Alex Henderson, Bresha Webb"
143,Brave New Jersey,2016,5.3,45.0,590,8918944,"Comedy, History","Director:Jody Lambert| Stars:Anna Camp, Tony Hale, Heather Burns, Evan Jonigkeit"
144,Queen of Katwe,2016,7.4,73.0,17780,8805918,"Biography, Drama, Sport","Director:Mira Nair| Stars:Madina Nalwanga, David Oyelowo, Lupita Nyong'o, Martin Kabanza"
145,Adam Green's Aladdin,2016,6.4,,254,8600000,"Adventure, Comedy, Drama","Director:Adam Green| Stars:Jon Wiley, Michael Cummings, Yasmin Green, Toby Goodshank"
146,The Lost City of Z,2016,6.6,78.0,93385,8580410,"Adventure, Biography, Drama","Director:James Gray| Stars:Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland"
147,Ratchet & Clank,2016,5.5,29.0,11255,8549740,"Animation, Action, Adventure","Directors:Kevin Munroe, Jericca Cleland| Stars:James Arnold Taylor, David Kaye, Jim Ward, Sylvester Stallone"
